file,has_rawtext,date_search_begin,year_nav,has_caption
S0009-2509(25)00210-6__FULL.xml,False,20250401.0,2025.0,True
S0009-2509(25)00212-X__FULL.xml,False,20250401.0,2025.0,True
S0009-2509(25)00286-6__FULL.xml,False,20250501.0,2025.0,True
S0009-2509(25)00299-4__FULL.xml,False,20250501.0,2025.0,True
S0009-2509(25)00372-0__FULL.xml,False,20250515.0,2025.0,True
S0009-2509(25)00394-X__FULL.xml,False,20250601.0,2025.0,True
S0009-2509(25)00432-4__FULL.xml,False,20250601.0,2025.0,True
S0009-2509(25)00477-4__FULL.xml,False,20250615.0,2025.0,True
S0009-2509(25)00497-X__FULL.xml,False,20250701.0,2025.0,True
S0009-2509(25)00579-2__FULL.xml,False,20250701.0,2025.0,True
S0009-2509(25)00603-7__FULL.xml,False,20250801.0,2025.0,True
S0009-2509(25)00700-6__FULL.xml,False,20250901.0,2025.0,True
S0009-2509(25)00737-7__FULL.xml,False,20251001.0,2025.0,True
S0009-2509(25)00745-6__FULL.xml,False,20251001.0,2025.0,True
S0009-2509(25)00774-2__FULL.xml,False,20251001.0,2025.0,True
S0009-2509(25)00885-1__FULL.xml,False,20251101.0,2025.0,True
S0009-2509(25)00890-5__FULL.xml,False,20251101.0,2025.0,True
S0009-2509(25)00943-1__FULL.xml,False,20251101.0,2025.0,True
S0009-2509(25)01260-6__FULL.xml,False,20260115.0,2026.0,True
S0009-2509(25)01354-5__FULL.xml,False,20260115.0,2026.0,True
S0009-2509(25)01377-6__FULL.xml,False,20260115.0,2026.0,True
S0009-2509(25)01425-3__FULL.xml,False,20260115.0,2026.0,True
S0009-2509(25)01452-6__FULL.xml,False,20260115.0,2026.0,True
S0009-2509(25)01742-7__FULL.xml,False,20260201.0,2026.0,True
S0009-2509(25)01775-0__FULL.xml,False,20260201.0,2026.0,True
S0009-2509(25)01799-3__FULL.xml,False,20260201.0,2026.0,True
S0009-2509(99)00533-3__FULL.xml,False,20000801.0,2000.0,True
S0009-2614(04)01167-4__FULL.xml,False,20040921.0,2004.0,True
S0009-2614(21)00133-0__FULL.xml,False,20210501.0,2021.0,True
S0009-2614(22)00608-X__FULL.xml,False,20221016.0,2022.0,True
S0009-2819(24)00131-4__FULL.xml,False,20241101.0,2024.0,True
S0010-2180(01)00281-4__FULL.xml,False,20010801.0,2001.0,True
S0010-2180(05)00254-3__FULL.xml,False,20060201.0,2006.0,True
S0010-2180(10)00300-7__FULL.xml,False,20110601.0,2011.0,True
S0010-2180(10)00346-9__FULL.xml,False,20110701.0,2011.0,True
S0010-2180(12)00057-0__FULL.xml,False,20120601.0,2012.0,True
S0010-2180(13)00063-1__FULL.xml,False,20130701.0,2013.0,True
S0010-2180(13)00154-5__FULL.xml,False,20131001.0,2013.0,True
S0010-2180(13)00167-3__FULL.xml,False,20131001.0,2013.0,True
S0010-2180(14)00050-9__FULL.xml,False,20140801.0,2014.0,True
S0010-2180(14)00123-0__FULL.xml,False,20141101.0,2014.0,True
S0010-2180(14)00231-4__FULL.xml,False,20150201.0,2015.0,True
S0010-2180(14)00244-2__FULL.xml,False,20150301.0,2015.0,True
S0010-2180(14)00373-3__FULL.xml,False,20150401.0,2015.0,True
S0010-2180(14)00402-7__FULL.xml,False,20150501.0,2015.0,True
S0010-2180(15)00018-8__FULL.xml,False,20150501.0,2015.0,True
S0010-2180(15)00102-9__FULL.xml,False,20150701.0,2015.0,True
S0010-2180(15)00310-7__FULL.xml,False,20160101.0,2016.0,True
S0010-2180(15)00410-1__FULL.xml,False,20160201.0,2016.0,True
S0010-2180(16)30187-0__FULL.xml,False,20161001.0,2016.0,True
S0010-2180(16)30215-2__FULL.xml,False,20161101.0,2016.0,True
S0010-2180(16)30357-1__FULL.xml,False,20170201.0,2017.0,True
S0010-2180(17)30037-8__FULL.xml,False,20170501.0,2017.0,True
S0010-2180(17)30451-0__FULL.xml,False,20180401.0,2018.0,True
S0010-2180(20)30301-1__FULL.xml,False,20201101.0,2020.0,True
S0010-2180(20)30458-2__FULL.xml,False,20210501.0,2021.0,True
S0010-2180(20)30546-0__FULL.xml,False,20210401.0,2021.0,True
S0010-2180(21)00133-4__FULL.xml,False,20210701.0,2021.0,True
S0010-2180(21)00279-0__FULL.xml,False,20211001.0,2021.0,True
S0010-2180(21)00303-5__FULL.xml,False,20211001.0,2021.0,True
S0010-2180(21)00321-7__FULL.xml,False,20211101.0,2021.0,True
S0010-2180(21)00437-5__FULL.xml,False,20220101.0,2022.0,True
S0010-2180(21)00643-X__FULL.xml,False,20220301.0,2022.0,True
S0010-2180(22)00025-6__FULL.xml,False,20220601.0,2022.0,True
S0010-2180(22)00185-7__FULL.xml,False,20220801.0,2022.0,True
S0010-2180(22)00221-8__FULL.xml,False,20220801.0,2022.0,True
S0010-2180(22)00373-X__FULL.xml,False,20221101.0,2022.0,True
S0010-2180(22)00398-4__FULL.xml,False,20221201.0,2022.0,True
S0010-2180(22)00402-3__FULL.xml,False,20221101.0,2022.0,True
S0010-2180(23)00123-2__FULL.xml,False,20230601.0,2023.0,True
S0010-2180(23)00157-8__FULL.xml,False,20231001.0,2023.0,True
S0010-2180(23)00290-0__FULL.xml,False,20230901.0,2023.0,True
S0010-2180(23)00291-2__FULL.xml,False,20230901.0,2023.0,True
S0010-2180(23)00510-2__FULL.xml,False,20240101.0,2024.0,True
S0010-2180(24)00189-5__FULL.xml,False,20240701.0,2024.0,True
S0010-2180(24)00402-4__FULL.xml,False,20241101.0,2024.0,True
S0010-2180(24)00462-0__FULL.xml,False,20241201.0,2024.0,True
S0010-2180(24)00483-8__FULL.xml,False,20241201.0,2024.0,True
S0010-2180(24)00503-0__FULL.xml,False,20241201.0,2024.0,True
S0010-2180(25)00040-9__FULL.xml,False,20250401.0,2025.0,True
S0010-2180(25)00077-X__FULL.xml,False,20250401.0,2025.0,True
S0010-2180(25)00319-0__FULL.xml,False,20250901.0,2025.0,True
S0010-2180(25)00382-7__FULL.xml,False,20251001.0,2025.0,True
S0010-2180(25)00401-8__FULL.xml,False,20251001.0,2025.0,True
S0010-8545(03)00104-8__FULL.xml,False,20030901.0,2003.0,True
S0010-8545(12)00292-5__FULL.xml,False,20130701.0,2013.0,True
S0010-8545(15)00212-X__FULL.xml,False,20160115.0,2016.0,True
S0010-8545(15)30040-0__FULL.xml,False,20160401.0,2016.0,True
S0010-8545(15)30051-5__FULL.xml,False,20160615.0,2016.0,True
S0010-8545(16)30295-8__FULL.xml,False,20161215.0,2016.0,True
S0010-8545(17)30024-3__FULL.xml,False,20170615.0,2017.0,True
S0010-8545(17)30345-4__FULL.xml,False,20171015.0,2017.0,True
S0010-8545(18)30325-4__FULL.xml,False,20190201.0,2019.0,True
S0010-8545(18)30575-7__FULL.xml,False,20190601.0,2019.0,True
S0010-8545(18)30631-3__FULL.xml,False,20190601.0,2019.0,True
S0010-8545(19)30359-5__FULL.xml,False,20191101.0,2019.0,True
S0010-8545(19)30477-1__FULL.xml,False,20200215.0,2020.0,True
S0010-8545(20)30116-8__FULL.xml,False,20201015.0,2020.0,True
S0010-8545(20)30221-6__FULL.xml,False,20201101.0,2020.0,True
S0010-8545(20)30381-7__FULL.xml,False,20201101.0,2020.0,True
S0010-8545(20)30717-7__FULL.xml,False,20210215.0,2021.0,True
S0010-8545(20)31185-1__FULL.xml,False,20210301.0,2021.0,True
S0010-8545(21)00085-0__FULL.xml,False,20220501.0,2022.0,True
S0010-8545(21)00256-3__FULL.xml,False,20211015.0,2021.0,True
S0010-8545(21)00483-5__FULL.xml,False,20211215.0,2021.0,True
S0010-8545(22)00017-0__FULL.xml,False,20220501.0,2022.0,True
S0010-8545(22)00115-1__FULL.xml,False,20220701.0,2022.0,True
S0010-8545(22)00171-0__FULL.xml,False,20220815.0,2022.0,True
S0010-8545(22)00195-3__FULL.xml,False,20220915.0,2022.0,True
S0010-8545(22)00291-0__FULL.xml,False,20221101.0,2022.0,True
S0010-8545(22)00303-4__FULL.xml,False,20221101.0,2022.0,True
S0010-8545(22)00389-7__FULL.xml,False,20221215.0,2022.0,True
S0010-8545(22)00576-8__FULL.xml,False,20230301.0,2023.0,True
S0010-8545(22)00581-1__FULL.xml,False,20230301.0,2023.0,True
S0010-8545(23)00044-9__FULL.xml,False,20230415.0,2023.0,True
S0010-8545(23)00148-0__FULL.xml,False,20230715.0,2023.0,True
S0010-8545(23)00261-8__FULL.xml,False,20231101.0,2023.0,True
S0010-8545(23)00457-5__FULL.xml,False,20240101.0,2024.0,True
S0010-8545(23)00459-9__FULL.xml,False,20240101.0,2024.0,True
S0010-8545(23)00592-1__FULL.xml,False,20240301.0,2024.0,True
S0010-8545(23)00602-1__FULL.xml,False,20240301.0,2024.0,True
S0010-8545(23)00611-2__FULL.xml,False,20240301.0,2024.0,True
S0010-8545(24)00039-0__FULL.xml,False,20240415.0,2024.0,True
S0010-8545(24)00306-0__FULL.xml,False,20240915.0,2024.0,True
S0010-8545(24)00320-5__FULL.xml,False,20241001.0,2024.0,True
S0010-8545(24)00443-0__FULL.xml,False,20241101.0,2024.0,True
S0010-8545(24)00449-1__FULL.xml,False,20241115.0,2024.0,True
S0010-8545(24)00452-1__FULL.xml,False,20241101.0,2024.0,True
S0010-8545(24)00471-5__FULL.xml,False,20241201.0,2024.0,True
S0010-8545(24)00542-3__FULL.xml,False,20250101.0,2025.0,True
S0010-8545(24)00596-4__FULL.xml,False,20250115.0,2025.0,True
S0010-8545(24)00669-6__FULL.xml,False,20250201.0,2025.0,True
S0010-8545(24)00699-4__FULL.xml,False,20250301.0,2025.0,True
S0010-8545(24)00745-8__FULL.xml,False,20250315.0,2025.0,True
S0010-8545(24)00767-7__FULL.xml,False,20250401.0,2025.0,True
S0010-8545(25)00037-2__FULL.xml,False,20250415.0,2025.0,True
S0010-8545(25)00104-3__FULL.xml,False,20250615.0,2025.0,True
S0010-8545(25)00293-0__FULL.xml,False,20250901.0,2025.0,True
S0010-8545(25)00295-4__FULL.xml,False,20250901.0,2025.0,True
S0010-8545(25)00377-7__FULL.xml,False,20251015.0,2025.0,True
S0010-8545(25)00392-3__FULL.xml,False,20251015.0,2025.0,True
S0010-8545(25)00434-5__FULL.xml,False,20251101.0,2025.0,True
S0010-8545(25)00441-2__FULL.xml,False,20251201.0,2025.0,True
S0010-8545(25)00531-4__FULL.xml,False,20251201.0,2025.0,True
S0010-8545(25)00588-0__FULL.xml,False,20251215.0,2025.0,True
S0010-8545(25)00611-3__FULL.xml,False,20260101.0,2026.0,True
S0010-8545(25)00615-0__FULL.xml,False,20260101.0,2026.0,True
S0010-8545(25)00666-6__FULL.xml,False,20260115.0,2026.0,True
S0010-8545(25)00674-5__FULL.xml,False,20260201.0,2026.0,True
S0010-8545(25)00731-3__FULL.xml,False,20260201.0,2026.0,True
S0010-8545(25)00807-0__FULL.xml,False,20260215.0,2026.0,True
S0010-8545(25)00915-4__FULL.xml,False,20260215.0,2026.0,True
S0010-8545(25)00949-X__FULL.xml,False,20260215.0,2026.0,True
S0010-938X(24)00151-3__FULL.xml,False,20240515.0,2024.0,True
S0010-938X(24)00677-2__FULL.xml,False,20241101.0,2024.0,True
S0010-938X(25)00357-9__FULL.xml,False,20250901.0,2025.0,True
S0011-9164(23)00513-1__FULL.xml,False,20231101.0,2023.0,True
S0011-9164(24)00903-2__FULL.xml,False,20250105.0,2025.0,True
S0011-9164(25)00611-3__FULL.xml,False,20251101.0,2025.0,True
S0011-9164(25)01075-6__FULL.xml,False,20260215.0,2026.0,True
S0012-8252(22)00008-3__FULL.xml,False,20220301.0,2022.0,True
S0013-4686(05)01035-2__FULL.xml,False,20060401.0,2006.0,True
S0013-4686(16)31300-7__FULL.xml,False,20160810.0,2016.0,True
S0013-4686(16)31409-8__FULL.xml,False,20160901.0,2016.0,True
S0013-4686(17)32461-1__FULL.xml,False,20171220.0,2017.0,True
S0013-4686(18)30792-8__FULL.xml,False,20180520.0,2018.0,True
S0013-4686(18)31727-4__FULL.xml,False,20180920.0,2018.0,True
S0013-4686(20)31593-0__FULL.xml,False,20201201.0,2020.0,True
S0013-4686(20)32035-1__FULL.xml,False,20210201.0,2021.0,True
S0013-4686(21)00971-3__FULL.xml,False,20210820.0,2021.0,True
S0013-4686(24)00817-X__FULL.xml,False,20240910.0,2024.0,True
S0013-4686(24)01279-9__FULL.xml,False,20241201.0,2024.0,True
S0013-4686(25)01493-8__FULL.xml,False,20251101.0,2025.0,True
S0013-9351(20)30345-5__FULL.xml,False,20200601.0,2020.0,True
S0013-9351(21)01283-4__FULL.xml,False,20220301.0,2022.0,True
S0013-9351(21)01339-6__FULL.xml,False,20220301.0,2022.0,True
S0013-9351(21)01435-3__FULL.xml,False,20220301.0,2022.0,True
S0013-9351(21)01480-8__FULL.xml,False,20220501.0,2022.0,True
S0013-9351(21)01682-0__FULL.xml,False,20220301.0,2022.0,True
S0013-9351(21)01764-3__FULL.xml,False,20220401.0,2022.0,True
S0013-9351(22)00067-6__FULL.xml,False,20220601.0,2022.0,True
S0013-9351(22)00120-7__FULL.xml,False,20220601.0,2022.0,True
S0013-9351(22)01614-0__FULL.xml,False,20221201.0,2022.0,True
S0013-9351(22)01705-4__FULL.xml,False,20221201.0,2022.0,True
S0013-9351(22)01806-0__FULL.xml,False,20230101.0,2023.0,True
S0013-9351(22)02104-1__FULL.xml,False,20230101.0,2023.0,True
S0013-9351(23)00200-1__FULL.xml,False,20230415.0,2023.0,True
S0013-9351(23)00350-X__FULL.xml,False,20230515.0,2023.0,True
S0013-9351(23)00452-8__FULL.xml,False,20230601.0,2023.0,True
S0013-9351(23)01473-1__FULL.xml,False,20231015.0,2023.0,True
S0013-9351(23)01589-X__FULL.xml,False,20231101.0,2023.0,True
S0013-9351(23)01809-1__FULL.xml,False,20231115.0,2023.0,True
S0013-9351(23)02015-7__FULL.xml,False,20231215.0,2023.0,True
S0013-9351(23)02322-8__FULL.xml,False,20240101.0,2024.0,True
S0013-9351(23)02418-0__FULL.xml,False,20240201.0,2024.0,True
S0013-9351(23)02520-3__FULL.xml,False,20240201.0,2024.0,True
S0013-9351(24)00058-6__FULL.xml,False,20240401.0,2024.0,True
S0013-9351(24)00073-2__FULL.xml,False,20240415.0,2024.0,True
S0013-9351(24)00148-8__FULL.xml,False,20240415.0,2024.0,True
S0013-9351(24)00186-5__FULL.xml,False,20240501.0,2024.0,True
S0013-9351(24)00462-6__FULL.xml,False,20240601.0,2024.0,True
S0013-9351(24)00547-4__FULL.xml,False,20240615.0,2024.0,True
S0013-9351(24)00738-2__FULL.xml,False,20240701.0,2024.0,True
S0013-9351(24)01286-6__FULL.xml,False,20240915.0,2024.0,True
S0013-9351(24)01438-5__FULL.xml,False,20241015.0,2024.0,True
S0013-9351(24)01493-2__FULL.xml,False,20241101.0,2024.0,True
S0013-9351(24)02047-4__FULL.xml,False,20241215.0,2024.0,True
S0013-9351(24)02297-7__FULL.xml,False,20250101.0,2025.0,True
S0013-9351(24)02395-8__FULL.xml,False,20250115.0,2025.0,True
S0013-9351(25)00153-7__FULL.xml,False,20250315.0,2025.0,True
S0013-9351(25)00427-X__FULL.xml,False,20250501.0,2025.0,True
S0013-9351(25)00716-9__FULL.xml,False,20250701.0,2025.0,True
S0013-9351(25)01045-X__FULL.xml,False,20250815.0,2025.0,True
